Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Age,Gender,State,City,Region,Customer_Segment,Category,Product,Brand,Quantity,Unit_Price,Discount_Percent,Discount_Amount,Sales,Cost,Profit,Shipping_Cost,Payment_Method,Sales_Channel,Order_Status,Returned,Delivery_Days,Customer_Rating
ORD101417,2025-06-05,CUST1289,Customer 1289,21,Female,Gujarat,Vadodara,East,Corporate,Grocery,Rice,Bru,5,1615.36,0,0,8076.8,5204.11,2872.69,170.37,Cash on Delivery,Marketplace,Delivered,No,4,1
ORD101418,2024-10-08,CUST1052,Customer 1052,30,Male,Maharashtra,Mumbai,Central,Home Office,Electronics,Smartwatch,Sony,5,77664.28,30,116496.42,271824.98,177337.83,94487.15,100.34,UPI,Website,Cancelled,No,0,0
ORD101419,2025-04-03,CUST1039,Customer 1039,27,Female,Telangana,Warangal,North,Corporate,Beauty,Moisturizer,Loreal,1,2999.29,30,899.79,2099.5,1535.03,564.47,37.94,Net Banking,Mobile App,Cancelled,No,0,0
ORD101420,2024-04-19,CUST1116,Customer 1116,23,Other,Telangana,Hyderabad,West,Corporate,Beauty,Hair Dryer,Nivea,3,3168.35,25,2376.26,7128.79,4918.98,2209.81,205.74,Net Banking,Mobile App,Delivered,No,8,4
ORD101421,2025-05-02,CUST1384,Customer 1384,30,Female,Telangana,Hyderabad,North,Home Office,Sports,Football,Nike,1,10875.43,0,0,10875.43,7176.01,3699.42,245.39,Debit Card,Social Media,Delivered,No,6,5
ORD101422,2024-09-09,CUST1168,Customer 1168,36,Male,Haryana,Panipat,West,Corporate,Home & Kitchen,Vacuum Cleaner,Milton,3,23808.42,10,7142.53,64282.73,47627.45,16655.28,160.52,Wallet,Mobile App,Cancelled,No,0,0
ORD101423,2024-02-14,CUST1620,Customer 1620,31,Male,Tamil Nadu,Madurai,South,Home Office,Electronics,Mouse,Logitech,1,81917.67,15,12287.65,69630.02,59643.69,9986.33,124.11,Debit Card,Mobile App,Delivered,No,4,1
ORD101424,2025-03-16,CUST1757,Customer 1757,63,Male,West Bengal,Siliguri,South,Home Office,Fashion,Watch,Nike,5,6854.05,10,3427.03,30843.22,19559.7,11283.52,45.32,Debit Card,Marketplace,Delivered,No,3,3
ORD101425,2024-07-14,CUST1655,Customer 1655,47,Male,Uttar Pradesh,Ghaziabad,West,Corporate,Beauty,Face Wash,Lakme,1,3280.75,30,984.23,2296.52,1357.86,938.66,188.85,Cash on Delivery,Website,Delivered,No,3,4
ORD101426,2025-12-10,CUST1009,Customer 1009,46,Male,Tamil Nadu,Chennai,North,Consumer,Electronics,Tablet,Dell,4,78470.55,25,78470.55,235411.65,144890.8,90520.85,201.65,Wallet,Marketplace,Delivered,No,3,1
ORD101427,2024-08-09,CUST1481,Customer 1481,24,Other,Karnataka,Mysore,Central,Home Office,Fashion,Jacket,H&M,1,4380.95,30,1314.29,3066.66,2545.61,521.05,182.18,Wallet,Social Media,Delivered,No,7,1
ORD101428,2024-12-24,CUST1741,Customer 1741,61,Female,Rajasthan,Udaipur,Central,Consumer,Electronics,Keyboard,Sony,4,48614.99,30,58337.99,136121.97,93137.03,42984.94,38.95,Credit Card,Marketplace,Cancelled,No,0,0
ORD101429,2025-01-10,CUST1699,Customer 1699,63,Female,Rajasthan,Jodhpur,Central,Consumer,Home & Kitchen,Mixer,Prestige,2,4246.55,15,1273.96,7219.14,6221.76,997.38,247.01,Wallet,Mobile App,Delivered,No,4,4
ORD101430,2025-09-30,CUST1432,Customer 1432,21,Male,Karnataka,Bengaluru,Central,Consumer,Fashion,Jeans,Puma,1,5666.26,20,1133.25,4533.01,3530.23,1002.78,135.21,UPI,Marketplace,Delivered,No,6,4
ORD101431,2025-12-26,CUST1574,Customer 1574,54,Other,Delhi,Delhi,West,Corporate,Electronics,Smartphone,Samsung,2,50577.55,0,0,101155.1,72456.73,28698.37,59.6,Net Banking,Social Media,Delivered,No,4,3
ORD101432,2025-06-03,CUST1111,Customer 1111,36,Other,Tamil Nadu,Coimbatore,Central,Consumer,Grocery,Tea,Bru,5,1798.64,20,1798.64,7194.56,5125.11,2069.45,49.64,Debit Card,Social Media,Delivered,No,7,4
ORD101433,2024-09-02,CUST1710,Customer 1710,26,Other,Karnataka,Mangalore,East,Consumer,Fashion,Handbag,Roadster,2,568.47,10,113.69,1023.25,593.72,429.53,248.88,Net Banking,Mobile App,Delivered,No,7,4
ORD101434,2025-08-29,CUST1036,Customer 1036,62,Other,Tamil Nadu,Coimbatore,Central,Corporate,Home & Kitchen,Cookware Set,Havells,2,24715.41,30,14829.25,34601.57,26679.11,7922.46,93.82,Wallet,Website,Delivered,No,3,1
ORD101435,2024-03-29,CUST1118,Customer 1118,43,Other,Uttar Pradesh,Agra,South,Consumer,Electronics,Tablet,Boat,5,3378.48,20,3378.48,13513.92,8680.47,4833.45,211.26,Debit Card,Social Media,Delivered,No,4,1
ORD101436,2024-07-24,CUST1539,Customer 1539,56,Other,Rajasthan,Jodhpur,Central,Corporate,Sports,Football,Puma,1,1614.31,0,0,1614.31,918.16,696.15,38.3,Net Banking,Website,Delivered,No,4,1
ORD101437,2024-02-15,CUST1344,Customer 1344,52,Other,Karnataka,Mangalore,North,Home Office,Sports,Cricket Bat,Decathlon,2,8042.89,10,1608.58,14477.2,9567.32,4909.88,239.4,Wallet,Mobile App,Delivered,No,3,5
ORD101438,2025-03-10,CUST1026,Customer 1026,50,Male,West Bengal,Siliguri,South,Home Office,Electronics,Tablet,Lenovo,1,29471.76,25,7367.94,22103.82,15030.37,7073.45,147.43,Wallet,Social Media,Returned,Yes,0,2
ORD101439,2025-04-14,CUST1076,Customer 1076,23,Male,Rajasthan,Udaipur,South,Home Office,Grocery,Wheat Flour,Britannia,3,1934.3,0,0,5802.9,4861.08,941.82,230.5,Wallet,Mobile App,Delivered,No,6,5
ORD101440,2025-09-25,CUST1765,Customer 1765,37,Male,Maharashtra,Nashik,South,Corporate,Electronics,Keyboard,Logitech,5,35180.8,10,17590.4,158313.6,92018.08,66295.52,158.6,Cash on Delivery,Marketplace,Delivered,No,7,5
ORD101441,2025-05-12,CUST1674,Customer 1674,51,Other,Delhi,Delhi,South,Corporate,Sports,Cricket Bat,Decathlon,4,7340.36,5,1468.07,27893.37,20027.4,7865.97,135.32,Net Banking,Marketplace,Delivered,No,4,4
ORD101442,2025-02-15,CUST1708,Customer 1708,50,Male,Haryana,Rohtak,Central,Home Office,Electronics,Smartphone,Boat,2,71258.88,10,14251.78,128265.98,88540.43,39725.55,125.7,Wallet,Mobile App,Cancelled,No,0,0
ORD101443,2024-11-28,CUST1326,Customer 1326,54,Other,Delhi,Delhi,East,Corporate,Beauty,Hair Dryer,Dove,2,1245.48,0,0,2490.96,1751.28,739.68,157.77,Net Banking,Social Media,Delivered,No,2,2
ORD101444,2025-09-09,CUST1379,Customer 1379,65,Other,Telangana,Warangal,North,Corporate,Beauty,Lipstick,Lakme,4,2374.06,0,0,9496.24,6943.51,2552.73,71.35,UPI,Website,Cancelled,No,0,0
ORD101445,2025-01-31,CUST1605,Customer 1605,40,Female,West Bengal,Kolkata,Central,Home Office,Sports,Badminton Racket,Yonex,3,7397.84,10,2219.35,19974.17,14753.86,5220.31,239.75,Cash on Delivery,Website,Delivered,No,6,1
ORD101446,2025-03-14,CUST1189,Customer 1189,34,Female,Karnataka,Mangalore,Central,Home Office,Sports,Cricket Bat,Decathlon,1,1124.41,20,224.88,899.53,724.46,175.07,30.96,Wallet,Mobile App,Cancelled,No,0,0
ORD101447,2025-04-19,CUST1127,Customer 1127,24,Other,Tamil Nadu,Madurai,North,Consumer,Grocery,Dry Fruits,Catch,1,1584.83,0,0,1584.83,1276.42,308.41,159.72,Wallet,Social Media,Delivered,No,3,3
ORD101448,2025-08-08,CUST1194,Customer 1194,44,Other,Karnataka,Bengaluru,Central,Consumer,Sports,Cricket Bat,Puma,1,6202.05,20,1240.41,4961.64,2973.25,1988.39,69.85,Cash on Delivery,Mobile App,Delivered,No,4,1
ORD101449,2024-05-19,CUST1719,Customer 1719,54,Female,Maharashtra,Mumbai,West,Home Office,Electronics,Laptop,Logitech,3,94366.82,25,70775.12,212325.34,162407.38,49917.96,123.16,Wallet,Marketplace,Delivered,No,6,2
ORD101450,2024-11-08,CUST1262,Customer 1262,21,Other,Delhi,Delhi,West,Consumer,Electronics,Monitor,Logitech,4,113551.43,20,90841.14,363364.58,307924.66,55439.92,179.22,Debit Card,Marketplace,Delivered,No,7,5
ORD101451,2024-03-08,CUST1429,Customer 1429,40,Other,Karnataka,Mysore,East,Home Office,Home & Kitchen,Lamp,Philips,3,9675.23,25,7256.42,21769.27,18412.16,3357.11,244.54,Credit Card,Marketplace,Returned,Yes,0,2
ORD101452,2025-10-07,CUST1531,Customer 1531,38,Male,Gujarat,Surat,West,Corporate,Grocery,Tea,Britannia,2,2143.96,30,1286.38,3001.54,1864.63,1136.91,245.3,Debit Card,Social Media,Delivered,No,3,1
ORD101453,2025-09-16,CUST1441,Customer 1441,56,Other,Haryana,Rohtak,Central,Consumer,Electronics,Tablet,Lenovo,5,26603.95,15,19952.96,113066.79,73408.93,39657.86,221.68,Debit Card,Website,Returned,Yes,0,3
ORD101454,2025-01-04,CUST1053,Customer 1053,47,Male,Tamil Nadu,Chennai,Central,Consumer,Sports,Cycling Helmet,Adidas,1,9059.45,15,1358.92,7700.53,5254.03,2446.5,66.34,Net Banking,Website,Delivered,No,5,2
ORD101455,2024-05-25,CUST1248,Customer 1248,53,Male,Maharashtra,Nashik,South,Corporate,Sports,Yoga Mat,Puma,5,4926.56,20,4926.56,19706.24,15175.68,4530.56,243.29,Net Banking,Marketplace,Delivered,No,2,4
ORD101456,2024-11-03,CUST1352,Customer 1352,32,Male,Haryana,Gurgaon,Central,Corporate,Electronics,Monitor,Samsung,3,3267.58,10,980.27,8822.47,7645.63,1176.84,50.73,Wallet,Mobile App,Delivered,No,3,4
ORD101457,2024-04-12,CUST1411,Customer 1411,40,Male,Maharashtra,Mumbai,South,Home Office,Fashion,Watch,Zara,1,1964.16,20,392.83,1571.33,1162.96,408.37,90.45,Cash on Delivery,Social Media,Delivered,No,8,3
ORD101458,2025-05-22,CUST1266,Customer 1266,58,Female,Uttar Pradesh,Agra,North,Home Office,Fashion,Shirt,Puma,2,6483.8,20,2593.52,10374.08,6899.03,3475.05,105.29,Credit Card,Marketplace,Delivered,No,1,5
ORD101459,2025-01-01,CUST1139,Customer 1139,48,Male,Karnataka,Mysore,West,Consumer,Electronics,Smartphone,Logitech,3,90817.97,10,27245.39,245208.52,190588.44,54620.08,183.68,Credit Card,Social Media,Delivered,No,2,4
ORD101460,2025-11-14,CUST1171,Customer 1171,45,Female,Haryana,Gurgaon,South,Corporate,Home & Kitchen,Cookware Set,Prestige,3,20803.77,20,12482.26,49929.05,43333.25,6595.8,188.21,UPI,Marketplace,Returned,Yes,0,1
ORD101461,2024-01-15,CUST1442,Customer 1442,33,Male,Telangana,Hyderabad,South,Home Office,Grocery,Wheat Flour,Catch,5,1572.52,0,0,7862.6,5424.3,2438.3,81.49,Net Banking,Marketplace,Cancelled,No,0,0
ORD101462,2024-12-09,CUST1721,Customer 1721,64,Female,Uttar Pradesh,Varanasi,South,Home Office,Electronics,Keyboard,Logitech,1,85617.09,10,8561.71,77055.38,65715.61,11339.77,57.51,UPI,Mobile App,Returned,Yes,0,4
ORD101463,2025-06-27,CUST1666,Customer 1666,27,Male,Gujarat,Vadodara,Central,Consumer,Fashion,Dress,Adidas,1,3910.34,20,782.07,3128.27,2598.24,530.03,49.9,Cash on Delivery,Marketplace,Delivered,No,3,3
ORD101464,2024-08-31,CUST1388,Customer 1388,47,Male,Haryana,Faridabad,East,Corporate,Home & Kitchen,Mixer,Usha,1,6346.33,10,634.63,5711.7,4029.92,1681.78,198.76,Net Banking,Website,Delivered,No,2,1
ORD101465,2024-03-28,CUST1382,Customer 1382,32,Male,Karnataka,Bengaluru,North,Home Office,Sports,Badminton Racket,Nivia,5,12807.34,10,6403.67,57633.03,44001.43,13631.6,84.72,Wallet,Mobile App,Cancelled,No,0,0
ORD101466,2025-11-25,CUST1479,Customer 1479,56,Male,West Bengal,Kolkata,East,Consumer,Sports,Running Shoes,Puma,1,5014.19,25,1253.55,3760.64,2250.88,1509.76,158.6,Cash on Delivery,Mobile App,Returned,Yes,0,4
ORD101467,2024-02-24,CUST1407,Customer 1407,54,Male,Haryana,Gurgaon,South,Home Office,Fashion,Jeans,Roadster,5,6023.31,10,3011.66,27104.89,16309.59,10795.3,160.61,Cash on Delivery,Social Media,Delivered,No,6,4
ORD101468,2024-05-20,CUST1355,Customer 1355,56,Other,Uttar Pradesh,Agra,South,Consumer,Beauty,Face Wash,The Body Shop,5,3155.99,30,4733.98,11045.97,7851.66,3194.31,127.26,Debit Card,Marketplace,Delivered,No,2,3
ORD101469,2024-05-14,CUST1219,Customer 1219,65,Female,Haryana,Gurgaon,South,Home Office,Home & Kitchen,Mixer,Prestige,4,18624.43,10,7449.77,67047.95,49277.04,17770.91,152.09,Debit Card,Social Media,Delivered,No,6,1
ORD101470,2025-10-26,CUST1696,Customer 1696,40,Female,Uttar Pradesh,Kanpur,South,Consumer,Beauty,Face Cream,Dove,1,1742.37,10,174.24,1568.13,1003.82,564.31,180.67,Cash on Delivery,Website,Delivered,No,2,5
ORD101471,2024-05-15,CUST1251,Customer 1251,35,Female,Gujarat,Vadodara,Central,Corporate,Electronics,Smartphone,Lenovo,4,21116.52,0,0,84466.08,70744.12,13721.96,98.99,Credit Card,Mobile App,Delivered,No,1,1
ORD101472,2025-07-14,CUST1202,Customer 1202,61,Other,Gujarat,Vadodara,West,Home Office,Electronics,Smartphone,Lenovo,2,43718.62,10,8743.72,78693.52,47795.15,30898.37,199.61,UPI,Social Media,Returned,Yes,0,1
ORD101473,2025-10-26,CUST1607,Customer 1607,63,Female,Maharashtra,Mumbai,West,Corporate,Fashion,Handbag,Levis,4,11887.18,25,11887.18,35661.54,26677.57,8983.97,132.49,Cash on Delivery,Mobile App,Cancelled,No,0,0
ORD101474,2024-03-23,CUST1468,Customer 1468,25,Female,Tamil Nadu,Chennai,Central,Corporate,Electronics,Laptop,Samsung,3,84000.55,5,12600.08,239401.57,193335.75,46065.82,242.64,UPI,Marketplace,Delivered,No,4,3
ORD101475,2025-06-25,CUST1638,Customer 1638,34,Other,West Bengal,Kolkata,East,Corporate,Electronics,Headphones,Lenovo,3,10170.77,5,1525.62,28986.69,24381,4605.69,158.51,Cash on Delivery,Social Media,Delivered,No,5,3
ORD101476,2024-04-27,CUST1752,Customer 1752,61,Male,Tamil Nadu,Coimbatore,West,Consumer,Fashion,Handbag,Zara,5,2476.95,25,3096.19,9288.56,6636.77,2651.79,81.99,Net Banking,Marketplace,Delivered,No,7,2
ORD101477,2025-03-27,CUST1101,Customer 1101,30,Other,Telangana,Warangal,North,Consumer,Beauty,Face Wash,Lakme,5,1429.74,0,0,7148.7,4809.96,2338.74,138.77,Wallet,Mobile App,Delivered,No,8,3
ORD101478,2024-10-31,CUST1001,Customer 1001,36,Other,Delhi,Delhi,West,Corporate,Fashion,Dress,Roadster,4,10663.23,10,4265.29,38387.63,27374.18,11013.45,75.05,UPI,Marketplace,Delivered,No,2,1
ORD101479,2025-06-07,CUST1426,Customer 1426,34,Female,Haryana,Panipat,West,Corporate,Fashion,Jeans,Zara,2,1618.53,25,809.26,2427.8,2128.73,299.07,192.17,Cash on Delivery,Social Media,Delivered,No,1,3
ORD101480,2025-07-18,CUST1499,Customer 1499,61,Other,Maharashtra,Nashik,South,Home Office,Grocery,Dry Fruits,Tata,5,1959.55,10,979.77,8817.98,4858.59,3959.39,91.23,UPI,Marketplace,Delivered,No,4,4
ORD101481,2025-11-08,CUST1066,Customer 1066,20,Female,Rajasthan,Jaipur,South,Home Office,Grocery,Cooking Oil,Fortune,2,1232.26,0,0,2464.52,1667.22,797.3,161.63,UPI,Website,Delivered,No,1,4
ORD101482,2024-10-14,CUST1714,Customer 1714,55,Female,Haryana,Faridabad,East,Home Office,Grocery,Dry Fruits,Fortune,4,353.99,10,141.6,1274.36,709.49,564.87,148.02,Cash on Delivery,Marketplace,Delivered,No,1,4
ORD101483,2025-04-04,CUST1503,Customer 1503,25,Male,Rajasthan,Jodhpur,West,Corporate,Grocery,Dry Fruits,Taj,5,1520.66,20,1520.66,6082.64,3669.08,2413.56,221.01,Cash on Delivery,Marketplace,Delivered,No,5,5
ORD101484,2024-03-19,CUST1205,Customer 1205,24,Male,Uttar Pradesh,Prayagraj,East,Corporate,Grocery,Wheat Flour,Aashirvaad,4,567.59,20,454.07,1816.29,1242.54,573.75,83.52,Credit Card,Social Media,Delivered,No,8,3
ORD101485,2024-08-11,CUST1539,Customer 1539,62,Other,Rajasthan,Udaipur,Central,Consumer,Electronics,Keyboard,Apple,4,109705.79,5,21941.16,416882,241484.9,175397.1,214.62,Wallet,Website,Delivered,No,1,4
ORD101486,2025-03-12,CUST1200,Customer 1200,44,Male,West Bengal,Kolkata,North,Corporate,Electronics,Smartwatch,Samsung,4,42093.05,10,16837.22,151534.98,89090.95,62444.03,78.8,Net Banking,Marketplace,Returned,Yes,0,2
ORD101487,2025-12-06,CUST1768,Customer 1768,36,Female,Uttar Pradesh,Varanasi,South,Corporate,Home & Kitchen,Mixer,Usha,5,20911.15,10,10455.58,94100.17,66543.23,27556.94,65.94,Wallet,Social Media,Delivered,No,6,5
ORD101488,2024-08-11,CUST1109,Customer 1109,46,Female,West Bengal,Siliguri,South,Corporate,Fashion,Jeans,Nike,5,7695.78,10,3847.89,34631.01,29455.62,5175.39,200.98,Net Banking,Website,Delivered,No,2,5
ORD101489,2025-03-07,CUST1193,Customer 1193,43,Male,Karnataka,Mysore,Central,Corporate,Sports,Dumbbells,Decathlon,2,13597.67,5,1359.77,25835.57,21191.29,4644.28,248.12,Credit Card,Marketplace,Returned,Yes,0,1
ORD101490,2024-11-21,CUST1009,Customer 1009,48,Other,Maharashtra,Nagpur,East,Home Office,Home & Kitchen,Table,Prestige,2,2571.95,25,1285.97,3857.93,2398.93,1459,41.6,UPI,Social Media,Delivered,No,7,5
ORD101491,2025-07-05,CUST1626,Customer 1626,56,Male,Tamil Nadu,Madurai,West,Corporate,Sports,Dumbbells,Adidas,4,2293.49,15,1376.09,7797.87,6642.54,1155.33,37.06,Wallet,Mobile App,Returned,Yes,0,1
ORD101492,2024-03-09,CUST1490,Customer 1490,62,Male,Telangana,Hyderabad,South,Home Office,Home & Kitchen,Cooker,Bajaj,2,5590.87,30,3354.52,7827.22,4801.19,3026.03,124.33,Debit Card,Website,Delivered,No,2,4
ORD101493,2025-10-23,CUST1236,Customer 1236,21,Female,Haryana,Faridabad,South,Home Office,Sports,Football,Adidas,2,11104.14,15,3331.24,18877.04,10968.3,7908.74,165.68,Credit Card,Social Media,Returned,Yes,0,2
ORD101494,2025-10-26,CUST1160,Customer 1160,60,Other,Delhi,New Delhi,East,Consumer,Home & Kitchen,Table,Prestige,3,7432.18,10,2229.65,20066.89,13000.44,7066.45,243.85,Debit Card,Website,Delivered,No,1,2
ORD101495,2024-12-25,CUST1281,Customer 1281,18,Other,West Bengal,Siliguri,East,Corporate,Sports,Running Shoes,Adidas,1,2034.83,25,508.71,1526.12,1170.43,355.69,245.57,Debit Card,Mobile App,Delivered,No,5,1
ORD101496,2024-11-23,CUST1701,Customer 1701,58,Other,West Bengal,Kolkata,South,Corporate,Grocery,Wheat Flour,Bru,3,2085.5,10,625.65,5630.85,3654.57,1976.28,101.45,UPI,Website,Delivered,No,1,5
ORD101497,2025-09-23,CUST1492,Customer 1492,42,Other,Telangana,Warangal,Central,Home Office,Electronics,Smartwatch,Sony,3,22158.01,10,6647.4,59826.63,33600.24,26226.39,240.5,Cash on Delivery,Mobile App,Delivered,No,7,4
ORD101498,2024-04-05,CUST1624,Customer 1624,61,Male,Maharashtra,Nashik,South,Corporate,Fashion,Shirt,Adidas,5,3225.57,5,806.39,15321.46,11587.42,3734.04,149.19,Wallet,Mobile App,Delivered,No,4,3
ORD101499,2025-06-08,CUST1552,Customer 1552,56,Male,Telangana,Hyderabad,South,Corporate,Home & Kitchen,Mixer,Bajaj,2,6936.43,10,1387.29,12485.57,7697.59,4787.98,95.98,Credit Card,Social Media,Cancelled,No,0,0
ORD101500,2025-03-22,CUST1295,Customer 1295,29,Female,Gujarat,Surat,South,Corporate,Home & Kitchen,Cooker,Milton,5,6546.44,0,0,32732.2,23487.02,9245.18,200.73,Net Banking,Mobile App,Delivered,No,4,5
ORD101501,2024-10-02,CUST1649,Customer 1649,51,Other,Uttar Pradesh,Ghaziabad,East,Home Office,Grocery,Biscuits,Britannia,2,883.06,0,0,1766.12,1308.01,458.11,106.43,Debit Card,Social Media,Cancelled,No,0,0
ORD101502,2025-09-11,CUST1415,Customer 1415,39,Male,Maharashtra,Nashik,North,Home Office,Sports,Cycling Helmet,Yonex,4,4465.67,10,1786.27,16076.41,10554.1,5522.31,51.15,Net Banking,Mobile App,Delivered,No,5,4
ORD101503,2025-07-17,CUST1748,Customer 1748,57,Other,Karnataka,Bengaluru,West,Home Office,Electronics,Laptop,Sony,5,113970.02,10,56985.01,512865.09,440246.1,72618.99,246.91,Cash on Delivery,Social Media,Returned,Yes,0,4
ORD101504,2024-09-21,CUST1023,Customer 1023,45,Other,Rajasthan,Jodhpur,North,Corporate,Beauty,Moisturizer,Mamaearth,4,245.95,5,49.19,934.61,655.16,279.45,217.74,Net Banking,Social Media,Returned,Yes,0,1
ORD101505,2025-04-03,CUST1334,Customer 1334,18,Other,Maharashtra,Nagpur,North,Home Office,Electronics,Smartphone,Samsung,1,40738.32,30,12221.5,28516.82,23488.13,5028.69,122.14,Wallet,Social Media,Returned,Yes,0,3
ORD101506,2024-09-24,CUST1626,Customer 1626,58,Female,West Bengal,Siliguri,East,Corporate,Electronics,Smartphone,Boat,5,106474.8,10,53237.4,479136.6,295845.46,183291.14,182.74,UPI,Marketplace,Delivered,No,6,1
ORD101507,2025-05-11,CUST1183,Customer 1183,53,Female,Rajasthan,Jaipur,Central,Home Office,Beauty,Lipstick,The Body Shop,3,1968.57,10,590.57,5315.14,4370.07,945.07,194.87,Credit Card,Marketplace,Delivered,No,2,4
ORD101508,2024-12-04,CUST1439,Customer 1439,65,Male,Uttar Pradesh,Greater Noida,Central,Consumer,Beauty,Face Wash,Loreal,1,5884.98,10,588.5,5296.48,3855,1441.48,221.68,Wallet,Social Media,Delivered,No,7,3
ORD101509,2025-11-18,CUST1023,Customer 1023,23,Male,Telangana,Hyderabad,Central,Corporate,Fashion,Dress,Adidas,4,2591.59,20,2073.27,8293.09,5165.29,3127.8,188.42,Net Banking,Marketplace,Delivered,No,8,5
ORD101510,2025-05-30,CUST1050,Customer 1050,31,Female,Karnataka,Mangalore,South,Consumer,Electronics,Smartwatch,Samsung,3,18117.85,30,16306.06,38047.49,26697.54,11349.95,145.32,Credit Card,Social Media,Delivered,No,6,4
ORD101511,2025-10-05,CUST1108,Customer 1108,52,Male,Karnataka,Bengaluru,South,Corporate,Fashion,Dress,H&M,5,3320.53,25,4150.66,12451.99,9918.99,2533,188.12,Cash on Delivery,Social Media,Delivered,No,3,2
ORD101512,2024-05-07,CUST1692,Customer 1692,44,Male,West Bengal,Kolkata,West,Corporate,Electronics,Mouse,Samsung,4,36523.65,20,29218.92,116875.68,82061.31,34814.37,224.95,Net Banking,Marketplace,Delivered,No,7,2
ORD101513,2025-09-11,CUST1628,Customer 1628,35,Other,Rajasthan,Jodhpur,East,Home Office,Sports,Cricket Bat,Cosco,4,12261.64,15,7356.98,41689.58,33709.1,7980.48,242.56,Wallet,Marketplace,Delivered,No,5,2
ORD101514,2024-09-16,CUST1487,Customer 1487,36,Male,West Bengal,Siliguri,East,Consumer,Fashion,Shirt,Adidas,1,11558.95,10,1155.89,10403.06,7356.48,3046.58,132.46,UPI,Social Media,Cancelled,No,0,0
ORD101515,2025-09-03,CUST1785,Customer 1785,31,Other,Delhi,Delhi,Central,Home Office,Beauty,Lipstick,Loreal,4,2201.78,15,1321.07,7486.05,4335.38,3150.67,99.76,UPI,Website,Delivered,No,4,1
ORD101516,2024-02-04,CUST1298,Customer 1298,64,Female,Rajasthan,Udaipur,South,Home Office,Sports,Dumbbells,Yonex,4,5777.23,20,4621.78,18487.14,14596.91,3890.23,63,Debit Card,Social Media,Returned,Yes,0,3
ORD101517,2025-11-24,CUST1781,Customer 1781,18,Male,Haryana,Faridabad,West,Consumer,Home & Kitchen,Chair,Ikea,2,23551.79,25,11775.9,35327.68,30900.12,4427.56,168.89,Net Banking,Website,Returned,Yes,0,3
ORD101518,2025-11-12,CUST1514,Customer 1514,54,Other,Karnataka,Mangalore,West,Corporate,Electronics,Laptop,Lenovo,3,99024.38,5,14853.66,282219.48,162546.92,119672.56,181.68,UPI,Website,Cancelled,No,0,0
ORD101519,2025-04-03,CUST1436,Customer 1436,23,Other,Gujarat,Ahmedabad,West,Home Office,Grocery,Wheat Flour,Britannia,3,1034.39,5,155.16,2948.01,1924.89,1023.12,97.41,UPI,Marketplace,Delivered,No,7,5
ORD101520,2025-02-13,CUST1730,Customer 1730,26,Female,Rajasthan,Udaipur,Central,Home Office,Sports,Yoga Mat,Nivia,4,8349.13,10,3339.65,30056.87,23555.45,6501.42,33.48,Debit Card,Website,Delivered,No,7,3
ORD101521,2025-12-09,CUST1293,Customer 1293,19,Female,Haryana,Faridabad,South,Home Office,Grocery,Wheat Flour,Taj,2,58.84,10,11.77,105.91,78.32,27.59,70.91,Net Banking,Social Media,Delivered,No,5,4
ORD101522,2024-12-29,CUST1497,Customer 1497,37,Female,Karnataka,Bengaluru,Central,Home Office,Fashion,Sneakers,Puma,1,2830.49,5,141.52,2688.97,1950.95,738.02,112.74,UPI,Marketplace,Delivered,No,4,2
ORD101523,2024-06-20,CUST1621,Customer 1621,34,Female,Gujarat,Surat,South,Home Office,Beauty,Hair Dryer,Maybelline,3,2812.96,15,1265.83,7173.05,5904.23,1268.82,30.59,Credit Card,Social Media,Delivered,No,2,1
ORD101524,2025-07-04,CUST1209,Customer 1209,41,Male,Tamil Nadu,Chennai,South,Corporate,Sports,Football,Decathlon,4,6380.21,30,7656.25,17864.59,12649.77,5214.82,51.01,Net Banking,Marketplace,Delivered,No,4,1
ORD101525,2024-03-21,CUST1564,Customer 1564,56,Female,Tamil Nadu,Madurai,Central,Consumer,Fashion,Dress,Roadster,3,2757.44,20,1654.46,6617.86,5032.48,1585.38,182.63,Net Banking,Marketplace,Delivered,No,6,5
ORD101526,2025-07-21,CUST1183,Customer 1183,31,Other,Delhi,New Delhi,South,Consumer,Sports,Dumbbells,Decathlon,4,5155.29,5,1031.06,19590.1,13210.4,6379.7,105.94,Net Banking,Mobile App,Cancelled,No,0,0
ORD101527,2024-07-19,CUST1721,Customer 1721,56,Male,Uttar Pradesh,Lucknow,North,Home Office,Home & Kitchen,Cooker,Havells,5,1859.51,15,1394.63,7902.92,6605.49,1297.43,71.6,Net Banking,Marketplace,Delivered,No,5,2
ORD101528,2024-06-26,CUST1090,Customer 1090,36,Other,Uttar Pradesh,Noida,South,Consumer,Grocery,Dry Fruits,Bru,1,1311.78,10,131.18,1180.6,833.29,347.31,72.5,UPI,Marketplace,Delivered,No,7,1
ORD101529,2024-03-05,CUST1461,Customer 1461,46,Other,Maharashtra,Mumbai,North,Home Office,Sports,Badminton Racket,Adidas,3,3584.82,10,1075.45,9679.01,5511.54,4167.47,97.61,Wallet,Social Media,Delivered,No,2,1
ORD101530,2025-04-12,CUST1311,Customer 1311,25,Other,Tamil Nadu,Coimbatore,Central,Consumer,Home & Kitchen,Table,Milton,4,18600.2,25,18600.2,55800.6,35061.51,20739.09,206.05,Credit Card,Social Media,Delivered,No,3,5
